PassengerId,Survived,Pclass,Sex,Age,Fare,Title_Sort_elite,Title_Sort_married,Title_Sort_not_married,Title_Sort_unknown,Familysize,Embarked_C,Embarked_Q,Embarked_S
428,1,2,0,19.0,26.0,False,False,True,False,1,False,False,True
429,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
430,1,3,1,32.0,8.05,False,False,False,True,1,False,False,True
431,1,1,1,28.0,26.55,False,False,False,True,1,False,False,True
432,1,3,0,24.0,16.1,False,True,False,False,2,False,False,True
433,1,2,0,42.0,26.0,False,True,False,False,2,False,False,True
434,0,3,1,17.0,7.125,False,False,False,True,1,False,False,True
435,0,1,1,50.0,55.9,False,False,False,True,2,False,False,True
436,1,1,0,14.0,120.0,False,False,True,False,4,False,False,True
437,0,3,0,21.0,34.375,False,False,True,False,5,False,False,True
438,1,2,0,24.0,18.75,False,True,False,False,6,False,False,True
439,0,1,1,64.0,263.0,False,False,False,True,6,False,False,True
440,0,2,1,31.0,10.5,False,False,False,True,1,False,False,True
441,1,2,0,45.0,26.25,False,True,False,False,3,False,False,True
442,0,3,1,20.0,9.5,False,False,False,True,1,False,False,True
443,0,3,1,25.0,7.775,False,False,False,True,2,False,False,True
444,1,2,0,28.0,13.0,False,False,True,False,1,False,False,True
445,1,3,1,24.0,8.1125,False,False,False,True,1,False,False,True
446,1,1,1,4.0,81.8583,True,False,False,False,3,False,False,True
447,1,2,0,13.0,19.5,False,False,True,False,2,False,False,True
448,1,1,1,34.0,26.55,False,False,False,True,1,False,False,True
449,1,3,0,5.0,19.2583,False,False,True,False,4,True,False,False
450,1,1,1,52.0,30.5,True,False,False,False,1,False,False,True
451,0,2,1,36.0,27.75,False,False,False,True,4,False,False,True
452,0,3,1,24.0,19.9667,False,False,False,True,2,False,False,True
453,0,1,1,30.0,27.75,False,False,False,True,1,True,False,False
454,1,1,1,49.0,89.1042,False,False,False,True,2,True,False,False
455,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
456,1,3,1,29.0,7.8958,False,False,False,True,1,True,False,False
457,0,1,1,65.0,26.55,False,False,False,True,1,False,False,True
458,1,1,0,37.0,51.8625,False,True,False,False,2,False,False,True
459,1,2,0,50.0,10.5,False,False,True,False,1,False,False,True
460,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
461,1,1,1,48.0,26.55,False,False,False,True,1,False,False,True
462,0,3,1,34.0,8.05,False,False,False,True,1,False,False,True
463,0,1,1,47.0,38.5,False,False,False,True,1,False,False,True
464,0,2,1,48.0,13.0,False,False,False,True,1,False,False,True
465,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
466,0,3,1,38.0,7.05,False,False,False,True,1,False,False,True
467,0,2,1,29.0,0.0,False,False,False,True,1,False,False,True
468,0,1,1,56.0,26.55,False,False,False,True,1,False,False,True
469,0,3,1,24.0,7.725,False,False,False,True,1,False,True,False
470,1,3,0,0.75,19.2583,False,False,True,False,4,True,False,False
471,0,3,1,24.0,7.25,False,False,False,True,1,False,False,True
472,0,3,1,38.0,8.6625,False,False,False,True,1,False,False,True
473,1,2,0,33.0,27.75,False,True,False,False,4,False,False,True
474,1,2,0,23.0,13.7917,False,True,False,False,1,True,False,False
475,0,3,0,22.0,9.8375,False,False,True,False,1,False,False,True
476,0,1,1,37.0,52.0,False,False,False,True,1,False,False,True
477,0,2,1,34.0,21.0,False,False,False,True,2,False,False,True
478,0,3,1,29.0,7.0458,False,False,False,True,2,False,False,True
479,0,3,1,22.0,7.5208,False,False,False,True,1,False,False,True
480,1,3,0,2.0,12.2875,False,False,True,False,2,False,False,True
481,0,3,1,9.0,46.9,True,False,False,False,8,False,False,True
482,0,2,1,29.0,0.0,False,False,False,True,1,False,False,True
483,0,3,1,50.0,8.05,False,False,False,True,1,False,False,True
484,1,3,0,63.0,9.5875,False,True,False,False,1,False,False,True
485,1,1,1,25.0,91.0792,False,False,False,True,2,True,False,False
486,0,3,0,24.0,25.4667,False,False,True,False,5,False,False,True
487,1,1,0,35.0,90.0,False,True,False,False,2,False,False,True
488,0,1,1,58.0,29.7,False,False,False,True,1,True,False,False
489,0,3,1,30.0,8.05,False,False,False,True,1,False,False,True
490,1,3,1,9.0,15.9,True,False,False,False,3,False,False,True
491,0,3,1,24.0,19.9667,False,False,False,True,2,False,False,True
492,0,3,1,21.0,7.25,False,False,False,True,1,False,False,True
493,0,1,1,55.0,30.5,False,False,False,True,1,False,False,True
494,0,1,1,71.0,49.5042,False,False,False,True,1,True,False,False
495,0,3,1,21.0,8.05,False,False,False,True,1,False,False,True
496,0,3,1,24.0,14.4583,False,False,False,True,1,True,False,False
497,1,1,0,54.0,78.2667,False,False,True,False,2,True,False,False
498,0,3,1,24.0,15.1,False,False,False,True,1,False,False,True
499,0,1,0,25.0,151.55,False,True,False,False,4,False,False,True
500,0,3,1,24.0,7.7958,False,False,False,True,1,False,False,True
501,0,3,1,17.0,8.6625,False,False,False,True,1,False,False,True
502,0,3,0,21.0,7.75,False,False,True,False,1,False,True,False
503,0,3,0,24.0,7.6292,False,False,True,False,1,False,True,False
504,0,3,0,37.0,9.5875,False,False,True,False,1,False,False,True
505,1,1,0,16.0,86.5,False,False,True,False,1,False,False,True
506,0,1,1,18.0,108.9,False,False,False,True,2,True,False,False
507,1,2,0,33.0,26.0,False,True,False,False,3,False,False,True
508,1,1,1,37.0,26.55,False,False,False,True,1,False,False,True
509,0,3,1,28.0,22.525,False,False,False,True,1,False,False,True
510,1,3,1,26.0,56.4958,False,False,False,True,1,False,False,True
511,1,3,1,29.0,7.75,False,False,False,True,1,False,True,False
512,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
513,1,1,1,36.0,26.2875,False,False,False,True,1,False,False,True
514,1,1,0,54.0,59.4,False,True,False,False,2,True,False,False
515,0,3,1,24.0,7.4958,False,False,False,True,1,False,False,True
516,0,1,1,47.0,34.0208,False,False,False,True,1,False,False,True
517,1,2,0,34.0,10.5,False,True,False,False,1,False,False,True
518,0,3,1,24.0,24.15,False,False,False,True,1,False,True,False
519,1,2,0,36.0,26.0,False,True,False,False,2,False,False,True
520,0,3,1,32.0,7.8958,False,False,False,True,1,False,False,True
521,1,1,0,30.0,93.5,False,False,True,False,1,False,False,True
522,0,3,1,22.0,7.8958,False,False,False,True,1,False,False,True
523,0,3,1,24.0,7.225,False,False,False,True,1,True,False,False
524,1,1,0,44.0,57.9792,False,True,False,False,2,True,False,False
525,0,3,1,24.0,7.2292,False,False,False,True,1,True,False,False
526,0,3,1,40.5,7.75,False,False,False,True,1,False,True,False
527,1,2,0,50.0,10.5,False,False,True,False,1,False,False,True
528,0,1,1,37.0,221.7792,False,False,False,True,1,False,False,True
529,0,3,1,39.0,7.925,False,False,False,True,1,False,False,True
530,0,2,1,23.0,11.5,False,False,False,True,4,False,False,True
531,1,2,0,2.0,26.0,False,False,True,False,3,False,False,True
532,0,3,1,24.0,7.2292,False,False,False,True,1,True,False,False
533,0,3,1,17.0,7.2292,False,False,False,True,3,True,False,False
534,1,3,0,24.0,22.3583,False,True,False,False,3,True,False,False
535,0,3,0,30.0,8.6625,False,False,True,False,1,False,False,True
536,1,2,0,7.0,26.25,False,False,True,False,3,False,False,True
537,0,1,1,45.0,26.55,True,False,False,False,1,False,False,True
538,1,1,0,30.0,106.425,False,False,True,False,1,True,False,False
539,0,3,1,24.0,14.5,False,False,False,True,1,False,False,True
540,1,1,0,22.0,49.5,False,False,True,False,3,True,False,False
541,1,1,0,36.0,71.0,False,False,True,False,3,False,False,True
542,0,3,0,9.0,31.275,False,False,True,False,7,False,False,True
543,0,3,0,11.0,31.275,False,False,True,False,7,False,False,True
544,1,2,1,32.0,26.0,False,False,False,True,2,False,False,True
545,0,1,1,50.0,106.425,False,False,False,True,2,True,False,False
546,0,1,1,64.0,26.0,False,False,False,True,1,False,False,True
547,1,2,0,19.0,26.0,False,True,False,False,2,False,False,True
548,1,2,1,29.0,13.8625,False,False,False,True,1,True,False,False
549,0,3,1,33.0,20.525,False,False,False,True,3,False,False,True
550,1,2,1,8.0,36.75,True,False,False,False,3,False,False,True
551,1,1,1,17.0,110.8833,False,False,False,True,3,True,False,False
552,0,2,1,27.0,26.0,False,False,False,True,1,False,False,True
553,0,3,1,24.0,7.8292,False,False,False,True,1,False,True,False
554,1,3,1,22.0,7.225,False,False,False,True,1,True,False,False
555,1,3,0,22.0,7.775,False,False,True,False,1,False,False,True
556,0,1,1,62.0,26.55,False,False,False,True,1,False,False,True
557,1,1,0,48.0,39.6,True,False,False,False,2,True,False,False
558,0,1,1,37.0,227.525,False,False,False,True,1,True,False,False
559,1,1,0,39.0,79.65,False,True,False,False,3,False,False,True
560,1,3,0,36.0,17.4,False,True,False,False,2,False,False,True
561,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
562,0,3,1,40.0,7.8958,False,False,False,True,1,False,False,True
563,0,2,1,28.0,13.5,False,False,False,True,1,False,False,True
564,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
565,0,3,0,24.0,8.05,False,False,True,False,1,False,False,True
566,0,3,1,24.0,24.15,False,False,False,True,3,False,False,True
567,0,3,1,19.0,7.8958,False,False,False,True,1,False,False,True
568,0,3,0,29.0,21.075,False,True,False,False,5,False,False,True
569,0,3,1,24.0,7.2292,False,False,False,True,1,True,False,False
570,1,3,1,32.0,7.8542,False,False,False,True,1,False,False,True
571,1,2,1,62.0,10.5,False,False,False,True,1,False,False,True
572,1,1,0,53.0,51.4792,False,True,False,False,3,False,False,True
573,1,1,1,36.0,26.3875,False,False,False,True,1,False,False,True
574,1,3,0,24.0,7.75,False,False,True,False,1,False,True,False
575,0,3,1,16.0,8.05,False,False,False,True,1,False,False,True
576,0,3,1,19.0,14.5,False,False,False,True,1,False,False,True
577,1,2,0,34.0,13.0,False,False,True,False,1,False,False,True
578,1,1,0,39.0,55.9,False,True,False,False,2,False,False,True
579,0,3,0,24.0,14.4583,False,True,False,False,2,True,False,False
580,1,3,1,32.0,7.925,False,False,False,True,1,False,False,True
581,1,2,0,25.0,30.0,False,False,True,False,3,False,False,True
582,1,1,0,39.0,110.8833,False,True,False,False,3,True,False,False
583,0,2,1,54.0,26.0,False,False,False,True,1,False,False,True
584,0,1,1,36.0,40.125,False,False,False,True,1,True,False,False
585,0,3,1,24.0,8.7125,False,False,False,True,1,True,False,False
586,1,1,0,18.0,79.65,False,False,True,False,3,False,False,True
587,0,2,1,47.0,15.0,False,False,False,True,1,False,False,True
588,1,1,1,60.0,79.2,False,False,False,True,3,True,False,False
589,0,3,1,22.0,8.05,False,False,False,True,1,False,False,True
590,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
591,0,3,1,35.0,7.125,False,False,False,True,1,False,False,True
592,1,1,0,52.0,78.2667,False,True,False,False,2,True,False,False
593,0,3,1,47.0,7.25,False,False,False,True,1,False,False,True
594,0,3,0,24.0,7.75,False,False,True,False,3,False,True,False
595,0,2,1,37.0,26.0,False,False,False,True,2,False,False,True
596,0,3,1,36.0,24.15,False,False,False,True,3,False,False,True
597,1,2,0,29.0,33.0,False,False,True,False,1,False,False,True
598,0,3,1,49.0,0.0,False,False,False,True,1,False,False,True
599,0,3,1,24.0,7.225,False,False,False,True,1,True,False,False
600,1,1,1,49.0,56.9292,True,False,False,False,2,True,False,False
601,1,2,0,24.0,27.0,False,True,False,False,4,False,False,True
602,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
603,0,1,1,37.0,42.4,False,False,False,True,1,False,False,True
604,0,3,1,44.0,8.05,False,False,False,True,1,False,False,True
605,1,1,1,35.0,26.55,False,False,False,True,1,True,False,False
606,0,3,1,36.0,15.55,False,False,False,True,2,False,False,True
607,0,3,1,30.0,7.8958,False,False,False,True,1,False,False,True
608,1,1,1,27.0,30.5,False,False,False,True,1,False,False,True
609,1,2,0,22.0,41.5792,False,True,False,False,4,True,False,False
610,1,1,0,40.0,153.4625,False,False,True,False,1,False,False,True
611,0,3,0,39.0,31.275,False,True,False,False,7,False,False,True
612,0,3,1,24.0,7.05,False,False,False,True,1,False,False,True
613,1,3,0,24.0,15.5,False,False,True,False,2,False,True,False
614,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
615,0,3,1,35.0,8.05,False,False,False,True,1,False,False,True
616,1,2,0,24.0,65.0,False,False,True,False,4,False,False,True
617,0,3,1,34.0,14.4,False,False,False,True,3,False,False,True
618,0,3,0,26.0,16.1,False,True,False,False,2,False,False,True
619,1,2,0,4.0,39.0,False,False,True,False,4,False,False,True
620,0,2,1,26.0,10.5,False,False,False,True,1,False,False,True
621,0,3,1,27.0,14.4542,False,False,False,True,2,True,False,False
622,1,1,1,42.0,52.5542,False,False,False,True,2,False,False,True
623,1,3,1,20.0,15.7417,False,False,False,True,3,True,False,False
624,0,3,1,21.0,7.8542,False,False,False,True,1,False,False,True
625,0,3,1,21.0,16.1,False,False,False,True,1,False,False,True
626,0,1,1,61.0,32.3208,False,False,False,True,1,False,False,True
627,0,2,1,57.0,12.35,True,False,False,False,1,False,True,False
628,1,1,0,21.0,77.9583,False,False,True,False,1,False,False,True
629,0,3,1,26.0,7.8958,False,False,False,True,1,False,False,True
630,0,3,1,24.0,7.7333,False,False,False,True,1,False,True,False
631,1,1,1,80.0,30.0,False,False,False,True,1,False,False,True
632,0,3,1,51.0,7.0542,False,False,False,True,1,False,False,True
633,1,1,1,32.0,30.5,True,False,False,False,1,True,False,False
634,0,1,1,37.0,0.0,False,False,False,True,1,False,False,True
635,0,3,0,9.0,27.9,False,False,True,False,6,False,False,True
636,1,2,0,28.0,13.0,False,False,True,False,1,False,False,True
637,0,3,1,32.0,7.925,False,False,False,True,1,False,False,True
638,0,2,1,31.0,26.25,False,False,False,True,3,False,False,True
639,0,3,0,41.0,39.6875,False,True,False,False,6,False,False,True
640,0,3,1,24.0,16.1,False,False,False,True,2,False,False,True
641,0,3,1,20.0,7.8542,False,False,False,True,1,False,False,True
642,1,1,0,24.0,69.3,False,False,True,False,1,True,False,False
643,0,3,0,2.0,27.9,False,False,True,False,6,False,False,True
644,1,3,1,24.0,56.4958,False,False,False,True,1,False,False,True
645,1,3,0,0.75,19.2583,False,False,True,False,4,True,False,False
646,1,1,1,48.0,76.7292,False,False,False,True,2,True,False,False
647,0,3,1,19.0,7.8958,False,False,False,True,1,False,False,True
648,1,1,1,56.0,35.5,True,False,False,False,1,True,False,False
649,0,3,1,24.0,7.55,False,False,False,True,1,False,False,True
650,1,3,0,23.0,7.55,False,False,True,False,1,False,False,True
651,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
652,1,2,0,18.0,23.0,False,False,True,False,2,False,False,True
653,0,3,1,21.0,8.4333,False,False,False,True,1,False,False,True
654,1,3,0,24.0,7.8292,False,False,True,False,1,False,True,False
655,0,3,0,18.0,6.75,False,False,True,False,1,False,True,False
656,0,2,1,24.0,73.5,False,False,False,True,3,False,False,True
657,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
658,0,3,0,32.0,15.5,False,True,False,False,3,False,True,False
659,0,2,1,23.0,13.0,False,False,False,True,1,False,False,True
660,0,1,1,58.0,113.275,False,False,False,True,3,True,False,False
661,1,1,1,50.0,133.65,True,False,False,False,3,False,False,True
662,0,3,1,40.0,7.225,False,False,False,True,1,True,False,False
663,0,1,1,47.0,25.5875,False,False,False,True,1,False,False,True
664,0,3,1,36.0,7.4958,False,False,False,True,1,False,False,True
665,1,3,1,20.0,7.925,False,False,False,True,2,False,False,True
666,0,2,1,32.0,73.5,False,False,False,True,3,False,False,True
667,0,2,1,25.0,13.0,False,False,False,True,1,False,False,True
668,0,3,1,24.0,7.775,False,False,False,True,1,False,False,True
669,0,3,1,43.0,8.05,False,False,False,True,1,False,False,True
670,1,1,0,37.0,52.0,False,True,False,False,2,False,False,True
671,1,2,0,40.0,39.0,False,True,False,False,3,False,False,True
672,0,1,1,31.0,52.0,False,False,False,True,2,False,False,True
673,0,2,1,70.0,10.5,False,False,False,True,1,False,False,True
674,1,2,1,31.0,13.0,False,False,False,True,1,False,False,True
675,0,2,1,29.0,0.0,False,False,False,True,1,False,False,True
676,0,3,1,18.0,7.775,False,False,False,True,1,False,False,True
677,0,3,1,24.5,8.05,False,False,False,True,1,False,False,True
678,1,3,0,18.0,9.8417,False,False,True,False,1,False,False,True
679,0,3,0,43.0,46.9,False,True,False,False,8,False,False,True
680,1,1,1,36.0,512.3292,False,False,False,True,2,True,False,False
681,0,3,0,24.0,8.1375,False,False,True,False,1,False,True,False
682,1,1,1,27.0,76.7292,False,False,False,True,1,True,False,False
683,0,3,1,20.0,9.225,False,False,False,True,1,False,False,True
684,0,3,1,14.0,46.9,False,False,False,True,8,False,False,True
685,0,2,1,60.0,39.0,False,False,False,True,3,False,False,True
686,0,2,1,25.0,41.5792,False,False,False,True,4,True,False,False
687,0,3,1,14.0,39.6875,False,False,False,True,6,False,False,True
688,0,3,1,19.0,10.1708,False,False,False,True,1,False,False,True
689,0,3,1,18.0,7.7958,False,False,False,True,1,False,False,True
690,1,1,0,15.0,211.3375,False,False,True,False,2,False,False,True
691,1,1,1,31.0,57.0,False,False,False,True,2,False,False,True
692,1,3,0,4.0,13.4167,False,False,True,False,2,True,False,False
693,1,3,1,24.0,56.4958,False,False,False,True,1,False,False,True
694,0,3,1,25.0,7.225,False,False,False,True,1,True,False,False
695,0,1,1,60.0,26.55,True,False,False,False,1,False,False,True
696,0,2,1,52.0,13.5,False,False,False,True,1,False,False,True
697,0,3,1,44.0,8.05,False,False,False,True,1,False,False,True
698,1,3,0,24.0,7.7333,False,False,True,False,1,False,True,False
699,0,1,1,49.0,110.8833,False,False,False,True,3,True,False,False
700,0,3,1,42.0,7.65,False,False,False,True,1,False,False,True
701,1,1,0,18.0,227.525,False,True,False,False,2,True,False,False
702,1,1,1,35.0,26.2875,False,False,False,True,1,False,False,True
703,0,3,0,18.0,14.4542,False,False,True,False,2,True,False,False
704,0,3,1,25.0,7.7417,False,False,False,True,1,False,True,False
705,0,3,1,26.0,7.8542,False,False,False,True,2,False,False,True
706,0,2,1,39.0,26.0,False,False,False,True,1,False,False,True
707,1,2,0,45.0,13.5,False,True,False,False,1,False,False,True
708,1,1,1,42.0,26.2875,False,False,False,True,1,False,False,True
709,1,1,0,22.0,151.55,False,False,True,False,1,False,False,True
710,1,3,1,24.0,15.2458,True,False,False,False,3,True,False,False
711,1,1,0,24.0,49.5042,False,False,True,False,1,True,False,False
712,0,1,1,37.0,26.55,False,False,False,True,1,False,False,True
713,1,1,1,48.0,52.0,False,False,False,True,2,False,False,True
714,0,3,1,29.0,9.4833,False,False,False,True,1,False,False,True
715,0,2,1,52.0,13.0,False,False,False,True,1,False,False,True
716,0,3,1,19.0,7.65,False,False,False,True,1,False,False,True
717,1,1,0,38.0,227.525,False,False,True,False,1,True,False,False
718,1,2,0,27.0,10.5,False,False,True,False,1,False,False,True
719,0,3,1,24.0,15.5,False,False,False,True,1,False,True,False
720,0,3,1,33.0,7.775,False,False,False,True,1,False,False,True
721,1,2,0,6.0,33.0,False,False,True,False,2,False,False,True
722,0,3,1,17.0,7.0542,False,False,False,True,2,False,False,True
723,0,2,1,34.0,13.0,False,False,False,True,1,False,False,True
724,0,2,1,50.0,13.0,False,False,False,True,1,False,False,True
725,1,1,1,27.0,53.1,False,False,False,True,2,False,False,True
726,0,3,1,20.0,8.6625,False,False,False,True,1,False,False,True
727,1,2,0,30.0,21.0,False,True,False,False,4,False,False,True
728,1,3,0,24.0,7.7375,False,False,True,False,1,False,True,False
729,0,2,1,25.0,26.0,False,False,False,True,2,False,False,True
730,0,3,0,25.0,7.925,False,False,True,False,2,False,False,True
731,1,1,0,29.0,211.3375,False,False,True,False,1,False,False,True
732,0,3,1,11.0,18.7875,False,False,False,True,1,True,False,False
733,0,2,1,29.0,0.0,False,False,False,True,1,False,False,True
734,0,2,1,23.0,13.0,False,False,False,True,1,False,False,True
735,0,2,1,23.0,13.0,False,False,False,True,1,False,False,True
736,0,3,1,28.5,16.1,False,False,False,True,1,False,False,True
737,0,3,0,48.0,34.375,False,True,False,False,5,False,False,True
738,1,1,1,35.0,512.3292,False,False,False,True,1,True,False,False
739,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
740,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
741,1,1,1,37.0,30.0,False,False,False,True,1,False,False,True
742,0,1,1,36.0,78.85,False,False,False,True,2,False,False,True
743,1,1,0,21.0,262.375,False,False,True,False,5,True,False,False
744,0,3,1,24.0,16.1,False,False,False,True,2,False,False,True
745,1,3,1,31.0,7.925,False,False,False,True,1,False,False,True
746,0,1,1,70.0,71.0,True,False,False,False,3,False,False,True
747,0,3,1,16.0,20.25,False,False,False,True,3,False,False,True
748,1,2,0,30.0,13.0,False,False,True,False,1,False,False,True
749,0,1,1,19.0,53.1,False,False,False,True,2,False,False,True
750,0,3,1,31.0,7.75,False,False,False,True,1,False,True,False
751,1,2,0,4.0,23.0,False,False,True,False,3,False,False,True
752,1,3,1,6.0,12.475,True,False,False,False,2,False,False,True
753,0,3,1,33.0,9.5,False,False,False,True,1,False,False,True
754,0,3,1,23.0,7.8958,False,False,False,True,1,False,False,True
755,1,2,0,48.0,65.0,False,True,False,False,4,False,False,True
756,1,2,1,0.67,14.5,True,False,False,False,3,False,False,True
757,0,3,1,28.0,7.7958,False,False,False,True,1,False,False,True
758,0,2,1,18.0,11.5,False,False,False,True,1,False,False,True
759,0,3,1,34.0,8.05,False,False,False,True,1,False,False,True
760,1,1,0,33.0,86.5,True,False,False,False,1,False,False,True
761,0,3,1,24.0,14.5,False,False,False,True,1,False,False,True
762,0,3,1,41.0,7.125,False,False,False,True,1,False,False,True
763,1,3,1,20.0,7.2292,False,False,False,True,1,True,False,False
764,1,1,0,36.0,120.0,False,True,False,False,4,False,False,True
765,0,3,1,16.0,7.775,False,False,False,True,1,False,False,True
766,1,1,0,51.0,77.9583,False,True,False,False,2,False,False,True
767,0,1,1,37.0,39.6,True,False,False,False,1,True,False,False
768,0,3,0,30.5,7.75,False,False,True,False,1,False,True,False
769,0,3,1,24.0,24.15,False,False,False,True,2,False,True,False
770,0,3,1,32.0,8.3625,False,False,False,True,1,False,False,True
771,0,3,1,24.0,9.5,False,False,False,True,1,False,False,True
772,0,3,1,48.0,7.8542,False,False,False,True,1,False,False,True
773,0,2,0,57.0,10.5,False,True,False,False,1,False,False,True
774,0,3,1,24.0,7.225,False,False,False,True,1,True,False,False
775,1,2,0,54.0,23.0,False,True,False,False,5,False,False,True
776,0,3,1,18.0,7.75,False,False,False,True,1,False,False,True
777,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
778,1,3,0,5.0,12.475,False,False,True,False,1,False,False,True
779,0,3,1,24.0,7.7375,False,False,False,True,1,False,True,False
780,1,1,0,43.0,211.3375,False,True,False,False,2,False,False,True
781,1,3,0,13.0,7.2292,False,False,True,False,1,True,False,False
782,1,1,0,17.0,57.0,False,True,False,False,2,False,False,True
783,0,1,1,29.0,30.0,False,False,False,True,1,False,False,True
784,0,3,1,24.0,23.45,False,False,False,True,4,False,False,True
785,0,3,1,25.0,7.05,False,False,False,True,1,False,False,True
786,0,3,1,25.0,7.25,False,False,False,True,1,False,False,True
787,1,3,0,18.0,7.4958,False,False,True,False,1,False,False,True
788,0,3,1,8.0,29.125,True,False,False,False,6,False,True,False
789,1,3,1,1.0,20.575,True,False,False,False,4,False,False,True
790,0,1,1,46.0,79.2,False,False,False,True,1,True,False,False
791,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
792,0,2,1,16.0,26.0,False,False,False,True,1,False,False,True
793,0,3,0,24.0,69.55,False,False,True,False,11,False,False,True
794,0,1,1,37.0,30.6958,False,False,False,True,1,True,False,False
795,0,3,1,25.0,7.8958,False,False,False,True,1,False,False,True
796,0,2,1,39.0,13.0,False,False,False,True,1,False,False,True
797,1,1,0,49.0,25.9292,True,False,False,False,1,False,False,True
798,1,3,0,31.0,8.6833,False,True,False,False,1,False,False,True
799,0,3,1,30.0,7.2292,False,False,False,True,1,True,False,False
800,0,3,0,30.0,24.15,False,True,False,False,3,False,False,True
801,0,2,1,34.0,13.0,False,False,False,True,1,False,False,True
802,1,2,0,31.0,26.25,False,True,False,False,3,False,False,True
803,1,1,1,11.0,120.0,True,False,False,False,4,False,False,True
804,1,3,1,0.42,8.5167,True,False,False,False,2,True,False,False
805,1,3,1,27.0,6.975,False,False,False,True,1,False,False,True
806,0,3,1,31.0,7.775,False,False,False,True,1,False,False,True
807,0,1,1,39.0,0.0,False,False,False,True,1,False,False,True
808,0,3,0,18.0,7.775,False,False,True,False,1,False,False,True
809,0,2,1,39.0,13.0,False,False,False,True,1,False,False,True
810,1,1,0,33.0,53.1,False,True,False,False,2,False,False,True
811,0,3,1,26.0,7.8875,False,False,False,True,1,False,False,True
812,0,3,1,39.0,24.15,False,False,False,True,1,False,False,True
813,0,2,1,35.0,10.5,False,False,False,True,1,False,False,True
814,0,3,0,6.0,31.275,False,False,True,False,7,False,False,True
815,0,3,1,30.5,8.05,False,False,False,True,1,False,False,True
816,0,1,1,37.0,0.0,False,False,False,True,1,False,False,True
817,0,3,0,23.0,7.925,False,False,True,False,1,False,False,True
818,0,2,1,31.0,37.0042,False,False,False,True,3,True,False,False
819,0,3,1,43.0,6.45,False,False,False,True,1,False,False,True
820,0,3,1,10.0,27.9,True,False,False,False,6,False,False,True
821,1,1,0,52.0,93.5,False,True,False,False,3,False,False,True
822,1,3,1,27.0,8.6625,False,False,False,True,1,False,False,True
823,0,1,1,38.0,0.0,True,False,False,False,1,False,False,True
824,1,3,0,27.0,12.475,False,True,False,False,2,False,False,True
825,0,3,1,2.0,39.6875,True,False,False,False,6,False,False,True
826,0,3,1,24.0,6.95,False,False,False,True,1,False,True,False
827,0,3,1,24.0,56.4958,False,False,False,True,1,False,False,True
828,1,2,1,1.0,37.0042,True,False,False,False,3,True,False,False
829,1,3,1,24.0,7.75,False,False,False,True,1,False,True,False
830,1,1,0,62.0,80.0,False,True,False,False,1,False,False,True
831,1,3,0,15.0,14.4542,False,True,False,False,2,True,False,False
832,1,2,1,0.83,18.75,True,False,False,False,3,False,False,True
833,0,3,1,24.0,7.2292,False,False,False,True,1,True,False,False
834,0,3,1,23.0,7.8542,False,False,False,True,1,False,False,True
835,0,3,1,18.0,8.3,False,False,False,True,1,False,False,True
836,1,1,0,39.0,83.1583,False,False,True,False,3,True,False,False
837,0,3,1,21.0,8.6625,False,False,False,True,1,False,False,True
838,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
839,1,3,1,32.0,56.4958,False,False,False,True,1,False,False,True
840,1,1,1,37.0,29.7,False,False,False,True,1,True,False,False
841,0,3,1,20.0,7.925,False,False,False,True,1,False,False,True
842,0,2,1,16.0,10.5,False,False,False,True,1,False,False,True
843,1,1,0,30.0,31.0,False,False,True,False,1,True,False,False
844,0,3,1,34.5,6.4375,False,False,False,True,1,True,False,False
845,0,3,1,17.0,8.6625,False,False,False,True,1,False,False,True
846,0,3,1,42.0,7.55,False,False,False,True,1,False,False,True
847,0,3,1,24.0,69.55,False,False,False,True,11,False,False,True
848,0,3,1,35.0,7.8958,False,False,False,True,1,True,False,False
849,0,2,1,28.0,33.0,True,False,False,False,2,False,False,True
850,1,1,0,37.0,89.1042,False,True,False,False,2,True,False,False
851,0,3,1,4.0,31.275,True,False,False,False,7,False,False,True
852,0,3,1,74.0,7.775,False,False,False,True,1,False,False,True
853,0,3,0,9.0,15.2458,False,False,True,False,3,True,False,False
854,1,1,0,16.0,39.4,False,False,True,False,2,False,False,True
855,0,2,0,44.0,26.0,False,True,False,False,2,False,False,True
856,1,3,0,18.0,9.35,False,True,False,False,2,False,False,True
857,1,1,0,45.0,164.8667,False,True,False,False,3,False,False,True
